InvoiceGlobalId,cluster
6748_859724,0
6748_859725,6
6748_859726,1
6748_859727,6
6748_859728,4
6748_859729,0
6748_859730,4
6748_859731,4
6748_859732,0
6748_859733,4
6748_859734,0
6748_859735,0
6748_859736,0
6748_859737,6
6748_859738,3
6748_859740,6
6748_859741,4
6748_859742,4
6748_859743,0
6748_859744,4
6748_859745,0
6748_859746,5
6748_859747,6
6748_859748,0
6748_859749,6
6748_859750,3
6748_859751,4
6748_859752,4
6748_859753,4
6748_859754,4
6748_859755,4
6748_859756,0
6748_859758,0
6748_859759,1
6748_859760,6
6748_859761,6
6748_859762,4
6748_859763,0
6748_859764,5
6748_859765,4
6748_859766,2
6748_859767,3
6748_859768,2
6748_859769,3
6748_859770,5
6748_859771,0
6748_859772,6
6748_859773,0
6748_859774,4
6748_859775,3
6748_859776,4
6748_859777,4
6748_859778,1
6748_859779,2
6748_859780,6
6748_859781,5
6748_859782,4
6748_859783,0
6748_859784,0
6748_859785,3
6748_859786,3
6748_859787,4
6748_859788,6
6748_859789,4
6748_859790,4
6748_859791,6
6748_859792,0
6748_859793,1
6748_859794,0
6748_859795,0
6748_859797,4
6748_859798,3
6748_859799,4
6748_859800,3
6748_859801,1
6748_859802,6
6748_859803,0
6748_859804,0
6748_859805,0
6748_859806,0
6748_859807,0
6748_859808,3
6748_859809,6
6748_859810,0
6748_859811,6
6748_859812,0
6748_859813,0
6748_859814,0
6748_859815,6
6748_859816,1
6748_859817,6
6748_859818,0
6748_859819,4
6748_859820,4
6748_859821,0
6748_859822,4
6748_859823,4
6748_859824,0
6748_859825,4
6748_859826,4
6748_859827,4
6748_859828,3
6748_859829,0
6748_859830,0
6748_859831,0
6748_859832,0
6748_859833,3
6748_859834,0
6748_859835,4
6748_859836,4
6748_859837,5
6748_859838,4
6748_859839,4
6748_859841,5
6748_859842,4
6748_859843,2
6748_859844,4
6748_859845,0
6748_859847,6
6748_859848,0
6748_859849,4
6748_859850,5
6748_859851,4
6748_859852,4
6748_859853,4
6748_859854,0
6748_859855,4
6748_859856,6
6748_859857,3
6748_859858,6
6748_859859,6
6748_859860,4
6748_859861,0
6748_859862,5
6748_859863,4
6748_859864,4
6748_859865,6
6748_859867,3
6748_859868,4
6748_859869,6
6748_859870,4
6748_859871,4
6748_859872,4
6748_859873,3
6748_859874,2
6748_859875,0
6748_859876,3
6748_859877,1
6748_859878,4
6748_859879,0
6748_859880,5
6748_859881,4
6748_859882,2
6748_859883,0
6748_859884,4
6748_859885,0
6748_859886,6
6748_859887,4
6748_859888,0
6748_859889,1
6748_859890,5
6748_859891,4
6748_859892,6
6748_859893,4
6748_859894,7
6748_859895,4
6748_859896,4
6748_859897,4
6748_859898,1
6748_859899,0
6748_859900,3
6748_859901,3
6748_859902,0
6748_859903,2
6748_859904,0
6748_859905,1
6748_859906,4
6748_859907,0
6748_859908,0
6748_859909,6
6748_859910,6
6748_859911,0
6748_859912,0
6748_859913,5
6748_859914,4
6748_859915,4
6748_859917,6
6748_859918,7
6748_859919,0
6748_859920,4
6748_859921,6
6748_859922,1
6748_859923,0
6748_859924,3
6748_859925,3
6748_859926,4
6748_859927,4
6748_859929,4
6748_859930,0
6748_859931,4
6748_859932,4
6748_859933,0
6748_859934,0
6748_859935,0
6748_859936,0
6748_859938,6
6748_859939,6
6748_859940,0
6748_859941,1
6748_859942,4
6748_859943,0
6748_859945,0
6748_859946,5
6748_859947,0
6748_859948,6
6748_859949,7
6748_859950,6
6748_859951,5
6748_859952,5
6748_859953,0
6748_859954,4
6748_859955,5
6748_859956,0
6748_859957,0
6748_859958,5
6748_859959,0
6748_859960,4
6748_859962,0
6748_859963,0
6748_859964,6
6748_859965,0
6748_859966,6
6748_859967,6
6748_859968,4
6748_859969,6
6748_859970,0
6748_859971,6
6748_859972,4
6748_859973,1
6748_859974,0
6748_859975,4
6748_859976,6
6748_859977,6
6748_859978,0
6748_859979,6
6748_859980,3
6748_859981,6
6748_859982,6
6748_859983,0
6748_859984,0
6748_859985,4
6748_859986,0
6748_859987,5
6748_859988,0
6748_859989,4
6748_859990,0
6748_859991,6
6748_859993,1
6748_859994,6
6748_859995,0
6748_859996,4
6748_859997,0
6748_859998,4
6748_859999,1
6748_860000,5
6748_860001,4
6748_860002,4
6748_860004,0
6748_860006,0
6748_860007,0
6748_860008,4
6748_860009,0
6748_860010,6
6748_860011,0
6748_860013,0
6748_860014,0
6748_860015,0
6748_860016,7
6748_860017,0
6748_860018,0
6748_860019,0
6748_860020,4
6748_860021,4
6748_860022,0
6748_860023,1
6748_860024,4
6748_860025,0
6748_860026,0
6748_860027,0
6748_860028,0
6748_860029,0
6748_860030,5
6748_860031,0
6748_860032,3
6748_860033,0
6748_860035,0
6748_860037,6
6748_860038,4
6748_860039,4
6748_860040,4
6748_860041,2
6748_860043,6
6748_860044,4
6748_860045,4
6748_860047,0
6748_860048,1
6748_860049,4
6748_860050,1
6748_860052,6
6748_860054,1
6748_860055,0
6748_860056,6
6748_860057,0
6748_860058,4
6748_860059,0
6748_860060,0
6748_860061,4
6748_860062,4
6748_860063,6
6748_860064,0
6748_860066,0
6748_860067,4
6748_860068,3
6748_860069,0
6748_860070,6
6748_860071,2
6748_860072,0
6748_860073,4
6748_860074,4
6748_860075,1
6748_860076,6
6748_860077,4
6748_860078,4
6748_860079,0
6748_860080,6
6748_860081,2
6748_860082,4
6748_860083,3
6748_860085,6
6748_860086,4
6748_860087,2
6748_860088,4
6748_860089,4
6748_860090,6
6748_860092,4
6748_860093,4
6748_860095,4
6748_860096,0
6748_860097,3
6748_860098,1
6748_860100,0
6748_860101,4
6748_860102,3
6748_860103,3
6748_860105,3
6748_860106,4
6748_860107,0
6748_860108,2
6748_860109,3
6748_860110,0
6748_860111,3
6748_860112,4
6748_860113,6
6748_860114,6
6748_860115,0
6748_860116,4
6748_860117,4
6748_860118,4
6748_860119,0
6748_860120,0
6748_860121,4
6748_860122,0
6748_860123,6
6748_860124,4
6748_860125,3
6748_860126,4
6748_860127,0
6748_860128,4
6748_860129,0
6748_860130,6
6748_860131,1
6748_860132,0
6748_860133,4
6748_860134,6
6748_860135,4
6748_860136,0
6748_860137,6
6748_860138,0
6748_860139,1
6748_860140,0
6748_860141,6
6748_860142,0
6748_860143,0
6748_860144,0
6748_860145,0
6748_860146,0
6748_860147,4
6748_860148,5
6748_860149,4
6748_860150,4
6748_860151,0
6748_860152,4
6748_860153,3
6748_860154,3
6748_860155,0
6748_860156,6
6748_860157,0
6748_860158,4
6748_860160,0
6748_860161,6
6748_860162,0
6748_860163,5
6748_860164,6
6748_860165,4
6748_860166,4
6748_860167,6
6748_860168,0
6748_860169,0
6748_860170,3
6748_860171,0
6748_860172,0
6748_860173,6
6748_860174,0
6748_860175,5
6748_860176,3
6748_860177,4
6748_860178,6
6748_860179,4
6748_860181,4
6748_860182,2
6748_860183,3
6748_860184,3
6748_860185,4
6748_860186,3
6748_860187,4
6748_860188,4
6748_860189,4
6748_860190,0
6748_860191,0
6748_860192,0
6748_860193,4
6748_860194,0
6748_860195,4
6748_860196,0
6748_860197,4
6748_860198,2
6748_860199,2
6748_860200,0
6748_860201,6
6748_860202,0
6748_860203,6
6748_860204,5
6748_860205,4
6748_860206,0
6748_860207,5
6748_860208,6
6748_860209,1
6748_860210,0
6748_860211,5
6748_860212,0
6748_860213,0
6748_860214,1
6748_860215,4
6748_860216,0
6748_860217,4
6748_860218,0
6748_860219,1
6748_860220,0
6748_860221,0
6748_860222,0
6748_860223,0
6748_860224,3
6748_860225,6
6748_860226,0
6748_860227,4
6748_860228,2
6748_860229,2
6748_860230,6
6748_860231,2
6748_860232,1
6748_860234,0
6748_860235,3
6748_860236,4
6748_860237,1
6748_860238,6
6748_860239,0
6748_860240,4
6748_860241,3
6748_860242,0
6748_860243,4
6748_860244,4
6748_860245,4
6748_860246,5
6748_860247,4
6748_860248,0
6748_860249,0
6748_860250,0
6748_860251,4
6748_860253,4
6748_860254,0
6748_860255,0
6748_860256,0
6748_860257,0
6748_860258,0
6748_860259,3
6748_860260,6
6748_860261,0
6748_860262,0
6748_860263,1
6748_860264,6
6748_860265,4
6748_860266,4
6748_860268,0
6748_860269,4
6748_860270,0
6748_860271,4
6748_860272,0
6748_860273,0
6748_860274,5
6748_860275,1
6748_860276,5
6748_860277,4
6748_860278,0
6748_860279,2
6748_860280,4
6748_860281,4
6748_860282,4
6748_860283,4
6748_860285,0
6748_860286,0
6748_860287,7
6748_860288,0
6748_860290,0
6748_860291,0
6748_860292,6
6748_860293,6
6748_860294,6
6748_860295,3
6748_860296,0
6748_860297,4
6748_860298,3
6748_860299,5
6748_860300,3
6748_860301,5
6748_860302,0
6748_860303,4
6748_860304,1
6748_860305,5
6748_860306,4
6748_860307,6
6748_860308,2
6748_860309,0
6748_860310,4
6748_860311,4
6748_860312,7
6748_860313,0
6748_860314,6
6748_860315,6
6748_860316,5
6748_860317,4
6748_860318,6
6748_860320,3
6748_860321,0
6748_860322,6
6748_860323,0
6748_860324,3
6748_860325,3
6748_860326,0
6748_860327,3
6748_860328,6
6748_860329,0
6748_860330,4
6748_860331,3
6748_860332,0
6748_860333,6
6748_860334,0
6748_860335,4
6748_860336,6
6748_860337,7
6748_860340,0
6748_860341,4
6748_860342,0
6748_860343,3
6748_860344,0
6748_860345,4
6748_860346,6
6748_860347,6
6748_860348,4
6748_860349,0
6748_860350,4
6748_860351,1
6748_860352,2
6748_860353,2
6748_860354,4
6748_860355,0
6748_860356,4
6748_860357,0
6748_860358,4
6748_860359,0
6748_860360,5
6748_860361,4
6748_860362,0
6748_860363,4
6748_860364,6
6748_860365,0
6748_860366,2
6748_860367,0
6748_860368,4
6748_860369,6
6748_860370,7
6748_860371,6
6748_860372,0
6748_860373,4
6748_860374,6
6748_860375,4
6748_860376,4
6748_860377,4
6748_860378,4
6748_860379,1
6748_860380,2
6748_860381,4
6748_860382,4
6748_860383,0
6748_860384,4
6748_860385,0
6748_860386,2
6748_860387,0
6748_860388,4
6748_860389,4
6748_860390,0
6748_860391,5
6748_860392,2
6748_860393,2
6748_860394,0
6748_860395,4
6748_860396,0
6748_860397,4
6748_860398,3
6748_860399,0
6748_860400,4
6748_860401,4
6748_860403,4
6748_860404,4
6748_860405,0
6748_860406,7
6748_860407,7
6748_860408,0
6748_860409,0
6748_860410,6
6748_860411,4
6748_860412,0
6748_860413,0
6748_860414,0
6748_860415,0
6748_860417,1
6748_860418,4
6748_860420,0
6748_860421,4
6748_860422,4
6748_860423,6
6748_860425,5
6748_860426,4
6748_860427,0
6748_860430,0
6748_860431,4
6748_860432,0
6748_860433,2
6748_860434,2
6748_860435,0
6748_860436,4
6748_860437,4
6748_860438,0
6748_860439,3
6748_860440,5
6748_860441,5
6748_860442,4
6748_860443,0
6748_860444,3
6748_860445,0
6748_860446,0
6748_860447,5
6748_860448,6
6748_860449,6
6748_860450,4
6748_860451,0
6748_860452,0
6748_860453,6
6748_860454,0
6748_860456,0
6748_860458,0
6748_860459,4
6748_860460,1
6748_860461,6
6748_860462,0
6748_860463,6
6748_860464,0
6748_860465,3
6748_860466,4
6748_860467,0
6748_860468,0
6748_860469,4
6748_860470,0
6748_860471,0
6748_860472,5
6748_860473,0
6748_860474,4
6748_860475,4
6748_860476,5
6748_860477,4
6748_860478,0
6748_860480,4
6748_860481,4
6748_860482,4
6748_860483,4
6748_860484,0
6748_860486,6
6748_860487,0
6748_860488,6
6748_860489,4
6748_860490,4
6748_860492,4
6748_860494,0
6748_860495,1
6748_860497,4
6748_860498,4
6748_860499,4
6748_860500,0
6748_860501,0
6748_860502,0
6748_860504,0
6748_860505,0
6748_860506,1
6748_860507,1
6748_860509,4
6748_860510,0
6748_860511,6
6748_860512,0
6748_860513,1
6748_860514,4
6748_860515,0
6748_860516,0
6748_860517,1
6748_860518,0
6748_860519,4
6748_860520,1
6748_860521,4
6748_860522,3
6748_860523,0
6748_860524,1
6748_860525,0
6748_860526,0
6748_860527,4
6748_860528,4
6748_860529,0
6748_860530,4
6748_860531,7
6748_860532,0
6748_860533,4
6748_860534,1
6748_860536,5
6748_860537,4
6748_860538,0
6748_860539,1
6748_860540,6
6748_860541,0
6748_860542,0
6748_860543,4
6748_860544,6
6748_860545,1
6748_860546,6
6748_860547,6
6748_860548,4
6748_860550,0
6748_860552,0
6748_860553,0
6748_860554,4
6748_860555,3
6748_860556,4
6748_860559,3
6748_860560,1
6748_860561,1
6748_860562,6
6748_860563,4
6748_860564,3
6748_860565,6
6748_860567,0
6748_860568,7
6748_860569,6
6748_860570,0
6748_860571,4
6748_860572,1
6748_860573,6
6748_860574,2
6748_860576,4
6748_860578,0
6748_860579,4
6748_860580,4
6748_860581,0
6748_860582,1
6748_860583,0
6748_860584,4
6748_860585,3
6748_860587,7
6748_860588,0
6748_860589,0
6748_860590,4
6748_860591,0
6748_860592,3
6748_860593,0
6748_860594,0
6748_860595,4
6748_860596,3
6748_860597,4
6748_860599,6
6748_860600,0
6748_860601,0
6748_860602,0
6748_860603,0
6748_860604,6
6748_860605,6
6748_860606,3
6748_860607,0
6748_860608,0
6748_860609,1
6748_860610,0
6748_860611,0
6748_860612,1
6748_860613,0
6748_860614,4
6748_860615,0
6748_860616,4
6748_860617,4
6748_860618,0
6748_860619,4
6748_860620,4
6748_860621,2
6748_860622,4
6748_860623,6
6748_860624,0
6748_860625,4
6748_860626,4
6748_860627,0
6748_860628,0
6748_860629,5
6748_860630,4
6748_860632,0
6748_860633,0
6748_860634,0
6748_860636,4
6748_860637,0
6748_860639,4
6748_860640,4
6748_860641,5
6748_860642,2
6748_860644,0
6748_860645,6
6748_860646,5
6748_860647,6
6748_860648,1
6748_860649,4
6748_860650,6
6748_860651,7
6748_860652,0
6748_860653,4
6748_860654,1
6748_860655,6
6748_860656,3
6748_860657,5
6748_860658,4
6748_860659,0
6748_860660,0
6748_860661,6
6748_860662,6
6748_860663,3
6748_860664,0
6748_860665,6
6748_860666,5
6748_860668,3
6748_860669,5
6748_860671,0
6748_860672,6
6748_860673,1
6748_860674,5
6748_860675,1
6748_860676,6
6748_860677,5
6748_860678,0
6748_860679,0
6748_860680,6
6748_860681,4
6748_860682,2
6748_860683,4
6748_860684,6
6748_860686,0
6748_860687,3
6748_860688,3
6748_860689,4
6748_860691,4
6748_860692,4
6748_860693,4
6748_860694,4
6748_860696,4
6748_860697,3
6748_860698,6
6748_860700,4
6748_860701,3
6748_860702,3
6748_860703,0
6748_860704,0
6748_860705,2
6748_860706,4
6748_860707,0
6748_860708,0
6748_860709,5
6748_860710,0
6748_860711,1
6748_860712,4
6748_860713,4
6748_860714,4
6748_860715,4
6748_860716,4
6748_860718,5
6748_860719,1
6748_860720,5
6748_860721,4
6748_860722,0
6748_860723,0
6748_860724,4
6748_860725,3
6748_860726,0
6748_860729,0
6748_860730,4
6748_860731,3
6748_860732,3
6748_860733,3
6748_860734,5
6748_860735,0
6748_860736,4
6748_860737,0
6748_860738,4
6748_860739,6
6748_860740,0
6748_860741,5
6748_860742,0
6748_860743,3
6748_860744,0
6748_860745,7
6748_860746,5
6748_860747,4
6748_860748,5
6748_860749,0
6748_860750,0
6748_860751,0
6748_860752,0
6748_860753,5
6748_860754,0
6748_860755,0
6748_860756,4
6748_860757,4
6748_860758,1
6748_860759,6
6748_860761,4
6748_860762,3
6748_860763,0
6748_860764,6
6748_860765,0
6748_860766,0
6748_860767,0
6748_860769,7
6748_860770,4
6748_860771,1
6748_860772,6
6748_860773,5
6748_860774,0
6748_860776,4
6748_860777,1
6748_860778,4
6748_860779,1
6748_860780,6
6748_860781,0
6748_860784,0
6748_860785,6
6748_860786,4
6748_860788,4
6748_860789,4
6748_860790,2
6748_860791,6
6748_860793,2
6748_860794,1
6748_860795,3
6748_860796,0
6748_860797,1
6748_860798,4
6748_860799,0
6748_860800,6
6748_860801,4
6748_860802,4
6748_860804,1
6748_860805,1
6748_860807,1
6748_860809,4
6748_860810,3
6748_860811,0
6748_860812,6
6748_860813,4
6748_860814,4
6748_860815,5
6748_860816,3
6748_860818,6
6748_860819,3
6748_860820,0
6748_860821,1
6748_860822,0
6748_860823,2
6748_860824,3
6748_860825,0
6748_860826,0
6748_860827,6
6748_860828,0
6748_860829,2
6748_860830,4
6748_860831,4
6748_860832,4
6748_860833,0
6748_860834,4
6748_860835,0
6748_860836,0
6748_860837,5
6748_860838,0
6748_860839,0
6748_860840,4
6748_860841,4
6748_860842,0
6748_860843,6
6748_860844,0
6748_860845,0
6748_860846,3
6748_860847,3
6748_860849,5
6748_860850,2
6748_860851,0
6748_860852,0
6748_860853,4
6748_860854,4
6748_860856,6
6748_860857,2
6748_860858,5
6748_860859,1
6748_860860,4
6748_860861,0
6748_860863,5
6748_860864,6
6748_860865,0
6748_860866,3
6748_860867,4
6748_860868,6
6748_860869,1
6748_860870,4
6748_860871,4
6748_860872,7
6748_860873,0
6748_860874,1
6748_860876,4
6748_860877,4
6748_860878,4
6748_860880,4
6748_860881,0
6748_860882,4
6748_860883,4
6748_860884,0
6748_860885,4
6748_860886,3
6748_860888,0
6748_860889,4
6748_860890,2
6748_860891,0
6748_860892,7
6748_860893,0
6748_860894,6
6748_860895,0
6748_860896,6
6748_860897,4
6748_860898,2
6748_860899,2
6748_860900,0
6748_860901,4
6748_860902,2
6748_860903,4
6748_860905,1
6748_860906,4
6748_860907,0
6748_860908,3
6748_860909,4
6748_860910,4
6748_860911,0
6748_860913,5
6748_860914,0
6748_860915,4
6748_860917,0
6748_860918,4
6748_860919,5
6748_860920,4
6748_860921,0
6748_860922,1
6748_860923,0
6748_860924,4
6748_860925,6
6748_860926,4
6748_860927,1
6748_860928,4
6748_860929,0
6748_860930,1
6748_860931,5
6748_860932,0
6748_860933,0
6748_860934,7
6748_860935,4
6748_860936,0
6748_860937,0
6748_860938,4
6748_860939,4
6748_860940,1
6748_860941,0
6748_860942,6
6748_860943,0
6748_860945,6
6748_860946,5
6748_860947,4
6748_860949,4
6748_860950,4
6748_860951,4
6748_860952,0
6748_860953,0
6748_860954,6
6748_860955,0
6748_860956,0
6748_860957,0
6748_860959,5
6748_860960,4
6748_860961,0
6748_860962,5
6748_860963,4
6748_860964,0
6748_860965,4
6748_860967,0
6748_860968,6
6748_860970,0
6748_860971,0
6748_860973,0
6748_860974,0
6748_860975,4
6748_860976,0
6748_860977,0
6748_860978,0
6748_860979,0
6748_860981,0
6748_860982,6
6748_860983,6
6748_860984,5
6748_860985,0
6748_860986,6
6748_860987,0
6748_860988,0
6748_860989,6
6748_860990,5
6748_860991,6
6748_860994,4
6748_860996,0
6748_860998,7
6748_861000,0
6748_861001,4
6748_861002,0
6748_861004,1
6748_861005,0
6748_861006,6
6748_861007,4
6748_861008,6
6748_861009,5
6748_861010,1
6748_861011,1
6748_861012,0
6748_861013,0
6748_861014,0
6748_861015,0
6748_861016,5
6748_861018,0
6748_861020,0
6748_861021,0
6748_861022,5
6748_861023,6
6748_861024,0
6748_861025,1
6748_861026,0
6748_861027,4
6748_861028,4
6748_861029,0
6748_861030,5
6748_861032,5
6748_861034,1
6748_861035,0
6748_861036,6
6748_861037,0
6748_861038,0
6748_861039,0
6748_861040,4
6748_861042,0
6748_861043,4
6748_861044,1
6748_861045,1
6748_861046,3
6748_861047,0
6748_861048,0
6748_861049,4
6748_861051,4
6748_861052,0
6748_861053,6
6748_861054,2
6748_861055,5
6748_861056,4
6748_861058,6
6748_861059,1
6748_861060,0
6748_861061,2
6748_861062,4
6748_861063,6
6748_861064,4
6748_861065,0
6748_861066,6
6748_861067,6
6748_861068,1
6748_861069,0
6748_861070,0
6748_861072,0
6748_861075,4
6748_861076,5
6748_861077,0
6748_861078,1
6748_861079,0
6748_861080,6
6748_861081,4
6748_861082,4
6748_861083,4
6748_861084,4
6748_861085,1
6748_861086,2
6748_861088,0
6748_861089,6
6748_861090,1
6748_861091,0
6748_861092,4
6748_861093,4
6748_861094,0
6748_861095,7
6748_861097,0
6748_861098,5
6748_861099,4
6748_861100,4
6748_861102,4
6748_861103,0
6748_861104,4
6748_861105,0
6748_861106,0
6748_861107,0
6748_861108,0
6748_861109,5
6748_861110,4
6748_861111,4
6748_861113,6
6748_861115,0
6748_861116,4
6748_861117,0
6748_861118,4
6748_861120,0
6748_861124,0
6748_861125,2
6748_861126,3
6748_861127,4
6748_861128,0
6748_861129,5
6748_861130,4
6748_861131,4
6748_861132,0
6748_861133,0
6748_861134,4
6748_861136,5
6748_861137,4
6748_861138,0
6748_861140,3
6748_861141,5
6748_861142,2
6748_861143,6
6748_861144,6
6748_861145,4
6748_861146,4
6748_861147,6
6748_861148,4
6748_861149,4
6748_861150,6
6748_861151,1
6748_861152,4
6748_861153,4
6748_861154,6
6748_861155,6
6748_861156,0
6748_861157,4
6748_861158,4
6748_861159,4
6748_861161,5
6748_861163,0
6748_861164,4
6748_861165,6
6748_861166,0
6748_861167,4
6748_861168,4
6748_861169,4
6748_861170,0
6748_861171,0
6748_861172,6
6748_861173,4
6748_861174,4
6748_861175,0
6748_861176,0
6748_861177,0
6748_861178,3
6748_861179,4
6748_861180,4
6748_861181,0
6748_861183,6
6748_861184,7
6748_861185,0
6748_861187,4
6748_861189,6
6748_861190,3
6748_861191,4
6748_861192,0
6748_861193,4
6748_861194,2
6748_861195,0
6748_861196,3
6748_861197,4
6748_861198,6
6748_861199,0
6748_861200,4
6748_861201,0
6748_861202,0
6748_861203,0
6748_861204,0
6748_861206,4
6748_861208,0
6748_861209,3
6748_861210,1
6748_861211,4
6748_861212,0
6748_861213,3
6748_861214,0
6748_861215,0
6748_861216,0
6748_861217,5
6748_861218,0
6748_861219,6
6748_861220,4
6748_861221,1
6748_861222,0
6748_861224,5
6748_861225,4
6748_861226,0
6748_861227,0
6748_861228,6
6748_861229,3
6748_861230,0
6748_861232,4
6748_861235,0
6748_861236,4
6748_861237,5
6748_861238,0
6748_861239,5
6748_861240,0
6748_861241,0
6748_861242,6
6748_861243,0
6748_861244,0
6748_861245,6
6748_861246,6
6748_861247,4
6748_861249,2
6748_861250,4
6748_861251,4
6748_861252,3
6748_861253,1
6748_861254,2
6748_861255,4
6748_861256,3
6748_861257,4
6748_861258,2
6748_861259,4
6748_861260,5
6748_861261,4
6748_861262,0
6748_861263,2
6748_861264,4
6748_861265,6
6748_861266,2
6748_861267,3
6748_861268,4
6748_861270,0
6748_861271,4
6748_861272,0
6748_861273,6
6748_861274,4
6748_861275,6
6748_861276,6
6748_861277,4
6748_861278,0
6748_861280,0
6748_861281,2
6748_861283,5
6748_861284,0
6748_861285,6
6748_861286,4
6748_861287,1
6748_861288,4
6748_861289,4
6748_861290,4
6748_861292,4
6748_861293,4
6748_861294,4
6748_861295,0
6748_861296,1
6748_861297,0
6748_861298,0
6748_861299,6
6748_861300,4
6748_861301,4
6748_861302,2
6748_861303,5
6748_861304,0
6748_861305,4
6748_861306,4
6748_861307,1
6748_861308,1
6748_861310,4
6748_861311,2
6748_861312,4
6748_861313,1
6748_861314,4
6748_861315,3
6748_861316,5
6748_861317,4
6748_861318,4
6748_861319,0
6748_861320,2
6748_861321,4
6748_861322,0
6748_861323,3
6748_861324,3
6748_861325,3
6748_861326,4
6748_861327,0
6748_861328,0
6748_861329,4
6748_861330,4
6748_861331,1
6748_861332,0
6748_861333,2
6748_861334,2
6748_861335,4
6748_861336,6
6748_861337,1
6748_861338,6
6748_861339,4
6748_861341,2
6748_861342,4
6748_861343,0
6748_861344,0
6748_861345,0
6748_861346,5
6748_861347,6
6748_861348,4
6748_861349,4
6748_861350,4
6748_861351,4
6748_861352,6
6748_861353,6
6748_861354,1
6748_861355,1
6748_861356,6
6748_861357,4
6748_861358,4
6748_861359,0
6748_861360,4
6748_861361,0
6748_861362,4
6748_861363,6
6748_861364,6
6748_861365,4
6748_861366,4
6748_861367,3
6748_861368,3
6748_861369,3
6748_861370,4
6748_861371,0
6748_861373,0
6748_861374,4
6748_861375,4
6748_861377,4
6748_861378,0
6748_861379,3
6748_861380,0
6748_861381,2
6748_861382,4
6748_861383,2
6748_861384,2
6748_861385,1
6748_861386,5
6748_861387,7
6748_861388,1
6748_861389,4
6748_861390,4
6748_861391,6
6748_861392,4
6748_861393,0
6748_861394,2
6748_861395,0
6748_861396,4
6748_861397,6
6748_861398,4
6748_861399,4
6748_861400,2
6748_861401,4
6748_861402,4
6748_861403,4
6748_861404,4
6748_861405,4
6748_861406,4
6748_861407,6
6748_861408,0
6748_861409,0
6748_861410,0
6748_861411,0
6748_861412,0
6748_861413,0
6748_861414,0
6748_861415,4
6748_861416,1
6748_861417,4
6748_861419,1
6748_861420,5
6748_861421,0
6748_861422,0
6748_861423,4
6748_861424,0
6748_861425,0
6748_861426,0
6748_861427,0
6748_861428,6
6748_861429,0
6748_861430,5
6748_861431,0
6748_861432,1
6748_861433,0
6748_861434,6
6748_861435,4
6748_861436,3
6748_861437,1
6748_861438,4
6748_861440,0
6748_861441,0
6748_861442,0
6748_861443,0
6748_861444,4
6748_861445,0
6748_861446,4
6748_861447,1
6748_861448,4
6748_861449,0
6748_861450,4
6748_861451,0
6748_861452,5
6748_861453,1
6748_861454,5
6748_861455,0
6748_861456,4
6748_861457,4
6748_861458,5
6748_861459,6
6748_861460,0
6748_861461,6
6748_861462,4
6748_861463,6
6748_861464,6
6748_861466,0
6748_861467,4
6748_861469,0
6748_861470,6
6748_861471,6
6748_861472,7
6748_861473,0
6748_861474,6
6748_861475,4
6748_861476,4
6748_861478,5
6748_861479,0
6748_861480,0
6748_861481,4
6748_861482,0
6748_861483,7
6748_861484,0
6748_861485,4
6748_861486,4
6748_861487,6
6748_861489,0
6748_861490,4
6748_861491,4
6748_861492,0
6748_861493,0
6748_861494,0
6748_861495,0
6748_861497,0
6748_861498,4
6748_861499,0
6748_861500,4
6748_861501,0
6748_861502,6
6748_861503,0
6748_861505,0
6748_861507,0
6748_861508,5
6748_861509,1
6748_861510,0
6748_861511,4
6748_861512,1
6748_861513,4
6748_861515,0
6748_861516,0
6748_861518,6
6748_861519,4
6748_861520,0
6748_861521,0
6748_861524,0
6748_861525,4
6748_861526,0
6748_861527,2
6748_861528,2
6748_861529,4
6748_861532,0
6748_861533,0
6748_861534,0
6748_861535,2
6748_861536,0
6748_861537,4
6748_861538,0
6748_861539,4
6748_861540,6
6748_861541,1
6748_861542,0
6748_861543,0
6748_861544,6
6748_861545,6
6748_861546,4
6748_861547,4
6748_861548,4
6748_861549,0
6748_861550,4
6748_861551,4
6748_861552,0
6748_861553,3
6748_861554,0
6748_861555,0
6748_861556,0
6748_861557,6
6748_861558,5
6748_861559,4
6748_861560,4
6748_861561,5
6748_861562,6
6748_861563,0
6748_861564,2
6748_861566,4
6748_861569,4
6748_861570,4
6748_861571,0
6748_861572,4
6748_861573,0
6748_861574,4
6748_861575,0
6748_861576,0
6748_861577,4
6748_861578,4
6748_861579,1
6748_861580,0
6748_861581,0
6748_861582,6
6748_861583,4
6748_861584,6
6748_861585,6
6748_861586,5
6748_861587,1
6748_861588,0
6748_861589,4
6748_861590,0
6748_861591,0
6748_861592,4
6748_861593,4
6748_861594,0
6748_861595,0
6748_861596,4
6748_861597,6
6748_861598,0
6748_861599,4
6748_861600,4
6748_861601,2
6748_861602,4
6748_861603,1
6748_861604,5
6748_861605,0
6748_861606,0
6748_861607,6
6748_861608,0
6748_861609,6
6748_861610,4
6748_861611,4
6748_861612,4
6748_861613,3
6748_861614,0
6748_861615,0
6748_861616,4
6748_861617,0
6748_861618,6
6748_861619,0
6748_861620,4
6748_861621,6
6748_861622,4
6748_861623,5
6748_861624,4
6748_861625,0
6748_861626,6
6748_861627,4
6748_861628,6
6748_861629,5
6748_861630,6
6748_861631,4
6748_861634,1
6748_861635,4
6748_861636,4
6748_861637,2
6748_861638,4
6748_861639,0
6748_861640,6
