InvoiceGlobalId,cluster
7538_1127483,0
7538_1127484,4
7538_1127485,4
7538_1127486,0
7538_1127487,4
7538_1127488,4
7538_1127490,0
7538_1127492,5
7538_1127493,0
7538_1127494,0
7538_1127495,4
7538_1127496,3
7538_1127497,5
7538_1127498,4
7538_1127499,0
7538_1127500,0
7538_1127504,0
7538_1127505,0
7538_1127506,0
7538_1127507,0
7538_1127509,4
7538_1127510,4
7538_1127513,4
7538_1127514,0
7538_1127515,2
7538_1127517,3
7538_1127518,0
7538_1127519,0
7538_1127520,0
7538_1127521,0
7538_1127522,0
7538_1127523,5
7538_1127524,0
7538_1127525,0
7538_1127526,0
7538_1127527,2
7538_1127528,5
7538_1127529,0
7538_1127530,4
7538_1127531,6
7538_1127532,4
7538_1127533,6
7538_1127534,0
7538_1127535,0
7538_1127536,0
7538_1127537,4
7538_1127538,5
7538_1127540,0
7538_1127542,6
7538_1127543,6
7538_1127544,0
7538_1127545,4
7538_1127546,0
7538_1127547,4
7538_1127548,0
7538_1127549,0
7538_1127550,0
7538_1127552,3
7538_1127553,4
7538_1127554,5
7538_1127555,0
7538_1127556,5
7538_1127557,0
7538_1127558,4
7538_1127559,5
7538_1127560,0
7538_1127561,5
7538_1127562,4
7538_1127563,4
7538_1127564,0
7538_1127565,0
7538_1127566,0
7538_1127567,4
7538_1127568,4
7538_1127569,5
7538_1127570,4
7538_1127571,6
7538_1127572,4
7538_1127574,0
7538_1127575,0
7538_1127576,4
7538_1127577,0
7538_1127578,6
7538_1127579,4
7538_1127580,0
7538_1127581,4
7538_1127582,0
7538_1127583,6
7538_1127584,0
7538_1127586,0
7538_1127587,4
7538_1127588,4
7538_1127589,4
7538_1127590,5
7538_1127591,4
7538_1127592,4
7538_1127593,4
7538_1127594,6
7538_1127595,4
7538_1127596,6
7538_1127597,0
7538_1127598,0
7538_1127599,4
7538_1127600,0
7538_1127602,0
7538_1127603,0
7538_1127604,0
7538_1127605,4
7538_1127609,0
7538_1127610,4
7538_1127611,5
7538_1127612,1
7538_1127613,4
7538_1127614,4
7538_1127615,0
7538_1127616,0
7538_1127617,4
7538_1127619,5
7538_1127620,4
7538_1127621,0
7538_1127623,0
7538_1127624,6
7538_1127625,3
7538_1127626,4
7538_1127627,0
7538_1127628,4
7538_1127630,4
7538_1127631,4
7538_1127632,4
7538_1127633,6
7538_1127634,0
7538_1127635,4
7538_1127636,5
7538_1127637,0
7538_1127638,5
7538_1127639,0
7538_1127640,4
7538_1127641,0
7538_1127642,5
7538_1127643,4
7538_1127644,0
7538_1127645,0
7538_1127646,0
7538_1127647,0
7538_1127648,5
7538_1127649,0
7538_1127650,0
7538_1127651,0
7538_1127652,5
7538_1127653,0
7538_1127654,0
7538_1127655,4
7538_1127656,0
7538_1127657,5
7538_1127658,0
7538_1127659,5
7538_1127660,0
7538_1127661,5
7538_1127662,4
7538_1127663,4
7538_1127664,4
7538_1127665,3
7538_1127666,0
7538_1127667,6
7538_1127670,2
7538_1127671,0
7538_1127674,5
7538_1127675,0
7538_1127676,4
7538_1127677,4
7538_1127678,0
7538_1127679,0
7538_1127681,6
7538_1127682,4
7538_1127683,4
7538_1127684,4
7538_1127685,5
7538_1127686,4
7538_1127687,6
7538_1127688,0
7538_1127689,0
7538_1127690,4
7538_1127691,4
7538_1127692,4
7538_1127695,4
7538_1127698,4
7538_1127699,3
7538_1127701,4
7538_1127702,3
7538_1127705,4
7538_1127706,6
7538_1127707,3
7538_1127708,0
7538_1127709,0
7538_1127713,2
7538_1127715,6
7538_1127716,0
7538_1127718,0
7538_1127719,0
7538_1127720,5
7538_1127721,4
7538_1127724,2
7538_1127725,4
7538_1127726,4
7538_1127727,4
7538_1127728,4
7538_1127729,5
7538_1127731,4
7538_1127732,0
7538_1127734,2
7538_1127735,6
7538_1127736,5
7538_1127737,4
7538_1127738,0
7538_1127739,4
7538_1127742,4
7538_1127743,0
7538_1127745,4
7538_1127746,3
7538_1127747,0
7538_1127748,0
7538_1127749,4
7538_1127750,4
7538_1127751,4
7538_1127752,2
7538_1127753,4
7538_1127754,2
7538_1127755,0
7538_1127756,5
7538_1127758,0
7538_1127759,4
7538_1127760,3
7538_1127761,0
7538_1127763,6
7538_1127764,0
7538_1127765,0
7538_1127766,5
7538_1127767,3
7538_1127768,3
7538_1127769,4
7538_1127770,3
7538_1127772,5
7538_1127773,0
7538_1127774,3
7538_1127776,4
7538_1127777,4
7538_1127778,4
7538_1127779,5
7538_1127780,0
7538_1127781,3
7538_1127782,4
7538_1127783,0
7538_1127784,4
7538_1127785,1
7538_1127787,4
7538_1127788,4
7538_1127789,0
7538_1127790,6
7538_1127792,0
7538_1127793,3
7538_1127794,0
7538_1127796,3
7538_1127798,4
7538_1127799,6
7538_1127800,4
7538_1127801,5
7538_1127802,4
7538_1127804,4
7538_1127805,4
7538_1127806,4
7538_1127807,0
7538_1127808,0
7538_1127809,6
7538_1127810,4
7538_1127811,0
7538_1127813,4
7538_1127814,4
7538_1127816,4
7538_1127817,5
7538_1127818,0
7538_1127819,0
7538_1127820,4
7538_1127821,4
7538_1127822,5
7538_1127823,4
7538_1127824,3
7538_1127825,5
7538_1127826,4
7538_1127827,0
7538_1127829,5
7538_1127831,6
7538_1127832,2
7538_1127833,4
7538_1127834,3
7538_1127835,3
7538_1127836,4
7538_1127837,4
7538_1127838,4
7538_1127839,2
7538_1127840,2
7538_1127841,5
7538_1127842,3
7538_1127843,5
7538_1127844,3
7538_1127845,0
7538_1127846,4
7538_1127847,0
7538_1127848,0
7538_1127849,3
7538_1127850,4
7538_1127851,0
7538_1127854,2
7538_1127855,4
7538_1127856,5
7538_1127857,0
7538_1127858,5
7538_1127861,0
7538_1127862,0
7538_1127863,6
7538_1127864,0
7538_1127865,0
7538_1127866,4
7538_1127867,4
7538_1127868,0
7538_1127869,6
7538_1127870,0
7538_1127871,0
7538_1127872,0
7538_1127873,4
7538_1127874,0
7538_1127875,5
7538_1127876,4
7538_1127877,4
7538_1127879,4
7538_1127880,4
7538_1127881,4
7538_1127882,0
7538_1127883,4
7538_1127884,0
7538_1127885,4
7538_1127886,4
7538_1127887,3
7538_1127888,6
7538_1127889,6
7538_1127890,4
7538_1127891,4
7538_1127894,4
7538_1127895,3
7538_1127896,3
7538_1127897,2
7538_1127898,4
7538_1127899,4
7538_1127900,4
7538_1127901,0
7538_1127902,4
7538_1127903,3
7538_1127904,4
7538_1127905,4
7538_1127906,0
7538_1127907,0
7538_1127908,4
7538_1127909,5
7538_1127910,4
7538_1127911,4
7538_1127912,3
7538_1127913,4
7538_1127914,4
7538_1127915,0
7538_1127917,0
7538_1127918,4
7538_1127920,4
7538_1127922,0
7538_1127923,4
7538_1127924,4
7538_1127926,0
7538_1127927,4
7538_1127928,3
7538_1127929,6
7538_1127930,3
7538_1127932,3
7538_1127933,4
7538_1127934,4
7538_1127936,4
7538_1127939,0
7538_1127940,4
7538_1127941,4
7538_1127942,4
7538_1127943,4
7538_1127944,0
7538_1127945,0
7538_1127946,5
7538_1127947,6
7538_1127949,4
7538_1127950,4
7538_1127951,4
7538_1127953,3
7538_1127954,3
7538_1127955,0
7538_1127957,4
7538_1127958,4
7538_1127960,4
7538_1127961,5
7538_1127962,4
7538_1127963,4
7538_1127964,0
7538_1127965,4
7538_1127966,4
7538_1127967,3
7538_1127969,0
7538_1127970,2
7538_1127971,2
7538_1127972,3
7538_1127973,3
7538_1127974,6
7538_1127975,0
7538_1127976,5
7538_1127977,2
7538_1127981,0
7538_1127982,0
7538_1127983,4
7538_1127984,2
7538_1127985,3
7538_1127987,0
7538_1127988,0
7538_1127989,0
7538_1127990,5
7538_1127991,4
7538_1127992,4
7538_1127993,4
7538_1127994,0
7538_1127995,4
7538_1127996,5
7538_1127997,4
7538_1127998,4
7538_1127999,4
7538_1128000,3
7538_1128001,3
7538_1128002,4
7538_1128003,0
7538_1128004,4
7538_1128005,4
7538_1128006,5
7538_1128007,6
7538_1128008,4
7538_1128009,4
7538_1128010,5
7538_1128011,5
7538_1128012,4
7538_1128013,5
7538_1128014,4
7538_1128015,3
7538_1128017,2
7538_1128018,4
7538_1128019,0
7538_1128020,4
7538_1128021,3
7538_1128022,4
7538_1128024,0
7538_1128025,2
7538_1128026,5
7538_1128027,4
7538_1128029,4
7538_1128030,2
7538_1128031,4
7538_1128032,4
7538_1128033,4
7538_1128036,5
7538_1128037,0
7538_1128039,0
7538_1128040,4
7538_1128041,4
7538_1128043,0
7538_1128044,4
7538_1128045,4
7538_1128046,4
7538_1128047,0
7538_1128048,5
7538_1128049,0
7538_1128050,4
7538_1128051,0
7538_1128052,0
7538_1128054,3
7538_1128055,4
7538_1128056,2
7538_1128057,3
7538_1128058,3
7538_1128059,3
7538_1128060,2
7538_1128061,6
7538_1128062,0
7538_1128065,0
7538_1128066,0
7538_1128068,4
7538_1128069,4
7538_1128070,4
7538_1128072,0
7538_1128073,3
7538_1128075,0
7538_1128076,4
7538_1128077,4
7538_1128078,3
7538_1128079,0
7538_1128080,0
7538_1128082,4
7538_1128083,3
7538_1128084,4
7538_1128085,3
7538_1128086,6
7538_1128087,2
7538_1128088,3
7538_1128089,4
7538_1128090,0
7538_1128091,4
7538_1128092,2
7538_1128093,2
7538_1128094,4
7538_1128096,2
7538_1128097,2
7538_1128098,0
7538_1128099,5
7538_1128101,4
7538_1128102,3
7538_1128103,0
7538_1128104,5
7538_1128105,6
7538_1128106,6
7538_1128107,0
7538_1128108,4
7538_1128110,2
7538_1128111,6
7538_1128113,0
7538_1128114,4
7538_1128115,0
7538_1128116,4
7538_1128117,5
7538_1128118,4
7538_1128119,5
7538_1128120,4
7538_1128121,4
7538_1128122,4
7538_1128123,4
7538_1128124,3
7538_1128125,4
7538_1128126,4
7538_1128127,2
7538_1128128,6
7538_1128129,4
7538_1128130,6
7538_1128132,6
7538_1128133,2
7538_1128134,3
7538_1128135,5
7538_1128136,4
7538_1128137,0
7538_1128138,4
7538_1128139,4
7538_1128140,5
7538_1128141,3
7538_1128142,3
7538_1128143,4
7538_1128144,4
7538_1128145,3
7538_1128146,5
7538_1128147,4
7538_1128148,0
7538_1128149,4
7538_1128150,2
7538_1128151,4
7538_1128152,4
7538_1128153,4
7538_1128154,3
7538_1128155,4
7538_1128156,4
7538_1128157,3
7538_1128158,3
7538_1128159,3
7538_1128160,6
7538_1128161,2
7538_1128162,4
7538_1128163,4
7538_1128164,4
7538_1128165,5
7538_1128167,3
7538_1128168,3
7538_1128169,5
7538_1128170,3
7538_1128171,3
7538_1128173,6
7538_1128174,5
7538_1128176,4
7538_1128177,3
7538_1128178,4
7538_1128179,4
7538_1128180,4
7538_1128181,4
7538_1128182,4
7538_1128183,6
7538_1128184,4
7538_1128186,4
7538_1128187,0
7538_1128188,5
7538_1128189,4
7538_1128190,0
7538_1128191,4
7538_1128192,0
7538_1128193,4
7538_1128194,4
7538_1128195,3
7538_1128197,6
7538_1128198,3
7538_1128199,0
7538_1128200,5
7538_1128201,4
7538_1128203,4
7538_1128204,0
7538_1128205,3
7538_1128206,4
7538_1128207,2
7538_1128208,0
7538_1128209,4
7538_1128211,0
7538_1128212,4
7538_1128213,4
7538_1128214,2
7538_1128215,0
7538_1128216,4
7538_1128217,4
7538_1128218,2
7538_1128219,2
7538_1128220,4
7538_1128221,2
7538_1128223,0
7538_1128224,4
7538_1128225,2
7538_1128226,4
7538_1128227,4
7538_1128228,3
7538_1128230,0
7538_1128231,3
7538_1128232,4
7538_1128233,4
7538_1128234,0
7538_1128235,4
7538_1128236,0
7538_1128237,4
7538_1128238,3
7538_1128239,2
7538_1128240,4
7538_1128241,0
7538_1128242,0
7538_1128243,4
7538_1128244,6
7538_1128245,0
7538_1128246,4
7538_1128248,4
7538_1128249,4
7538_1128250,4
7538_1128252,5
7538_1128253,5
7538_1128254,5
7538_1128256,0
7538_1128257,5
7538_1128259,2
7538_1128260,0
7538_1128262,4
7538_1128263,4
7538_1128265,3
7538_1128266,0
7538_1128267,2
7538_1128270,2
7538_1128271,4
7538_1128272,0
7538_1128273,0
7538_1128274,4
7538_1128275,4
7538_1128276,0
7538_1128277,3
7538_1128278,6
7538_1128279,0
7538_1128280,0
7538_1128281,5
7538_1128282,4
7538_1128283,4
7538_1128284,4
7538_1128285,4
7538_1128286,4
7538_1128287,0
7538_1128288,3
7538_1128289,4
7538_1128290,4
7538_1128292,7
7538_1128293,6
7538_1128295,6
7538_1128296,3
7538_1128297,2
7538_1128298,4
7538_1128299,4
7538_1128300,4
7538_1128301,4
7538_1128302,4
7538_1128304,2
7538_1128305,4
7538_1128306,4
7538_1128307,2
7538_1128308,4
7538_1128310,4
7538_1128311,4
7538_1128312,6
7538_1128313,3
7538_1128314,4
7538_1128315,2
7538_1128316,3
7538_1128317,3
7538_1128318,4
7538_1128319,0
7538_1128320,4
7538_1128321,4
7538_1128322,4
7538_1128323,4
7538_1128324,3
7538_1128325,4
7538_1128326,4
7538_1128327,5
7538_1128328,3
7538_1128329,2
7538_1128330,3
7538_1128331,4
7538_1128332,4
7538_1128333,4
7538_1128335,0
7538_1128336,3
7538_1128337,4
7538_1128338,4
7538_1128340,0
7538_1128341,3
7538_1128342,4
7538_1128343,5
7538_1128344,0
7538_1128345,4
7538_1128346,4
7538_1128347,0
7538_1128348,4
7538_1128349,0
7538_1128350,7
7538_1128351,2
7538_1128352,4
7538_1128353,2
7538_1128354,0
7538_1128355,3
7538_1128356,4
7538_1128357,4
7538_1128358,2
7538_1128359,2
7538_1128360,1
7538_1128361,0
7538_1128362,4
7538_1128363,4
7538_1128364,4
7538_1128365,4
7538_1128366,0
7538_1128367,3
7538_1128368,4
7538_1128369,4
7538_1128370,3
7538_1128371,5
7538_1128372,5
7538_1128373,5
7538_1128374,0
7538_1128375,4
7538_1128376,4
7538_1128377,4
7538_1128378,3
7538_1128379,3
7538_1128380,4
7538_1128381,4
7538_1128382,4
7538_1128383,4
7538_1128384,0
7538_1128385,3
7538_1128386,4
7538_1128387,5
7538_1128388,3
7538_1128389,0
7538_1128390,5
7538_1128391,0
7538_1128392,6
7538_1128393,4
7538_1128394,0
7538_1128395,5
7538_1128396,4
7538_1128397,3
7538_1128398,6
7538_1128399,6
7538_1128400,0
7538_1128401,5
7538_1128402,0
7538_1128403,0
7538_1128404,4
7538_1128405,5
7538_1128406,0
7538_1128407,4
7538_1128408,6
7538_1128409,0
7538_1128410,0
7538_1128411,0
7538_1128412,5
7538_1128413,5
7538_1128414,6
7538_1128415,6
7538_1128416,4
7538_1128417,0
7538_1128418,0
7538_1128419,4
7538_1128420,4
7538_1128421,0
7538_1128422,5
7538_1128423,4
7538_1128424,4
7538_1128426,1
7538_1128427,5
7538_1128428,6
7538_1128429,3
7538_1128430,0
7538_1128431,0
7538_1128432,4
7538_1128433,5
7538_1128434,0
7538_1128435,0
7538_1128436,0
7538_1128437,0
7538_1128438,0
7538_1128439,0
7538_1128440,0
7538_1128441,0
7538_1128443,0
7538_1128446,4
7538_1128447,0
7538_1128448,0
7538_1128449,6
7538_1128450,4
7538_1128451,4
7538_1128452,0
7538_1128453,0
7538_1128454,6
7538_1128455,4
7538_1128456,4
7538_1128457,0
7538_1128458,0
7538_1128459,0
7538_1128460,5
7538_1128461,0
7538_1128462,0
7538_1128463,0
7538_1128464,4
7538_1128466,0
7538_1128467,4
7538_1128468,0
7538_1128469,0
7538_1128470,0
7538_1128471,3
7538_1128472,0
7538_1128473,0
7538_1128474,0
7538_1128475,0
7538_1128476,4
7538_1128477,4
7538_1128478,4
7538_1128479,0
7538_1128480,5
7538_1128483,0
7538_1128484,4
7538_1128485,2
7538_1128486,0
7538_1128489,7
7538_1128490,0
7538_1128491,4
7538_1128492,4
7538_1128493,0
7538_1128494,0
7538_1128495,0
7538_1128496,3
7538_1128497,4
7538_1128498,0
7538_1128499,0
7538_1128501,0
7538_1128502,4
7538_1128504,5
7538_1128505,4
7538_1128506,0
7538_1128507,0
7538_1128508,0
7538_1128509,4
7538_1128510,0
7538_1128511,0
7538_1128512,4
7538_1128513,0
7538_1128516,4
7538_1128517,4
7538_1128518,6
7538_1128519,0
7538_1128520,4
7538_1128521,0
7538_1128522,0
7538_1128523,4
7538_1128526,4
7538_1128527,0
7538_1128528,4
7538_1128530,0
7538_1128531,4
7538_1128533,0
7538_1128534,4
7538_1128535,0
7538_1128536,4
7538_1128539,0
7538_1128540,0
7538_1128541,6
7538_1128542,0
7538_1128543,4
7538_1128544,4
7538_1128545,4
7538_1128548,4
7538_1128549,5
7538_1128550,4
7538_1128551,0
7538_1128552,5
7538_1128553,0
7538_1128554,4
7538_1128555,5
7538_1128556,0
7538_1128559,5
7538_1128560,5
7538_1128561,6
7538_1128562,0
7538_1128566,0
7538_1128567,0
7538_1128568,4
7538_1128570,4
7538_1128571,0
7538_1128572,5
7538_1128573,7
7538_1128575,6
7538_1128576,0
7538_1128577,5
7538_1128578,4
7538_1128579,6
7538_1128580,4
7538_1128581,4
7538_1128582,4
7538_1128583,6
7538_1128584,4
7538_1128585,4
7538_1128586,0
7538_1128588,4
7538_1128589,4
7538_1128590,5
7538_1128591,0
7538_1128593,5
7538_1128594,0
7538_1128595,7
7538_1128596,0
7538_1128597,0
7538_1128598,0
7538_1128601,0
7538_1128602,5
7538_1128604,5
7538_1128606,4
7538_1128607,5
7538_1128608,4
7538_1128609,2
7538_1128612,4
7538_1128613,4
7538_1128614,0
7538_1128616,4
7538_1128618,0
7538_1128619,6
7538_1128620,6
7538_1128621,6
7538_1128622,0
7538_1128623,0
7538_1128625,6
7538_1128627,0
7538_1128628,0
7538_1128629,0
7538_1128630,4
7538_1128631,3
7538_1128632,0
7538_1128633,4
7538_1128637,0
7538_1128638,2
7538_1128639,0
7538_1128640,4
7538_1128641,5
7538_1128642,4
7538_1128643,4
7538_1128644,4
7538_1128645,4
7538_1128646,0
7538_1128647,4
7538_1128649,4
7538_1128650,0
7538_1128651,4
7538_1128652,0
7538_1128653,3
7538_1128655,4
7538_1128656,0
7538_1128657,0
7538_1128658,4
7538_1128659,0
7538_1128660,0
7538_1128662,0
7538_1128664,0
7538_1128665,6
7538_1128666,6
7538_1128667,0
7538_1128668,4
7538_1128670,3
7538_1128671,0
7538_1128674,0
7538_1128675,4
7538_1128676,0
7538_1128677,6
7538_1128678,0
7538_1128679,3
7538_1128680,3
7538_1128681,3
7538_1128682,3
7538_1128683,3
7538_1128684,4
7538_1128685,3
7538_1128687,4
7538_1128688,6
7538_1128689,3
7538_1128690,0
7538_1128691,3
7538_1128692,6
7538_1128694,2
7538_1128695,3
7538_1128696,4
7538_1128697,2
7538_1128698,0
7538_1128699,2
7538_1128700,4
7538_1128701,3
7538_1128702,2
7538_1128703,4
7538_1128705,2
7538_1128706,5
7538_1128707,0
7538_1128712,0
7538_1128713,0
7538_1128714,4
7538_1128715,0
7538_1128716,5
7538_1128718,6
7538_1128719,4
7538_1128720,7
7538_1128722,0
7538_1128723,0
7538_1128725,4
7538_1128726,4
7538_1128727,6
7538_1128728,0
7538_1128729,0
7538_1128730,3
7538_1128731,4
7538_1128732,0
7538_1128733,3
7538_1128735,4
7538_1128737,4
7538_1128738,3
7538_1128739,3
7538_1128740,4
7538_1128741,6
7538_1128742,4
7538_1128743,0
7538_1128744,0
7538_1128745,4
7538_1128750,4
7538_1128751,0
7538_1128752,5
7538_1128753,4
7538_1128754,4
7538_1128755,0
7538_1128756,0
7538_1128757,4
7538_1128759,0
7538_1128760,4
7538_1128761,4
7538_1128763,0
7538_1128764,3
7538_1128765,6
7538_1128766,4
7538_1128767,5
7538_1128768,5
7538_1128769,4
7538_1128770,0
7538_1128771,4
7538_1128772,4
7538_1128773,3
7538_1128774,0
7538_1128775,4
7538_1128776,4
7538_1128777,5
7538_1128778,4
7538_1128780,6
7538_1128781,0
7538_1128782,0
7538_1128784,0
7538_1128785,6
7538_1128787,0
7538_1128788,0
7538_1128789,5
7538_1128790,5
7538_1128791,2
7538_1128793,0
7538_1128794,0
7538_1128796,0
7538_1128797,4
7538_1128798,4
7538_1128799,4
7538_1128800,6
7538_1128802,0
7538_1128803,6
7538_1128806,4
7538_1128807,4
7538_1128808,3
7538_1128809,0
7538_1128810,6
7538_1128811,0
7538_1128812,3
7538_1128814,5
7538_1128815,4
7538_1128816,4
7538_1128817,4
7538_1128818,0
7538_1128819,6
7538_1128820,3
7538_1128821,4
7538_1128822,4
7538_1128823,3
7538_1128824,4
7538_1128825,4
7538_1128829,5
7538_1128830,0
7538_1128831,4
7538_1128832,5
7538_1128833,4
7538_1128834,0
7538_1128836,4
7538_1128837,4
7538_1128838,4
7538_1128839,4
7538_1128840,0
7538_1128841,3
7538_1128842,0
7538_1128843,0
7538_1128845,4
7538_1128846,2
7538_1128847,2
7538_1128848,0
7538_1128849,4
7538_1128850,6
7538_1128851,0
7538_1128852,6
7538_1128853,0
7538_1128856,6
7538_1128858,0
7538_1128859,0
7538_1128860,4
7538_1128861,4
7538_1128862,0
7538_1128863,4
7538_1128864,2
7538_1128865,7
7538_1128867,0
7538_1128868,0
7538_1128869,0
7538_1128870,0
7538_1128872,0
7538_1128873,4
7538_1128874,4
7538_1128875,0
7538_1128876,0
7538_1128877,5
7538_1128879,3
7538_1128880,4
7538_1128881,2
7538_1128882,5
7538_1128883,0
7538_1128885,5
7538_1128886,2
7538_1128887,6
7538_1128888,0
7538_1128889,5
7538_1128891,0
7538_1128892,2
7538_1128893,5
7538_1128894,6
7538_1128895,0
7538_1128896,4
7538_1128897,5
7538_1128898,4
7538_1128899,4
7538_1128900,0
7538_1128901,0
7538_1128902,3
7538_1128904,4
7538_1128905,3
7538_1128906,0
7538_1128907,4
7538_1128908,6
7538_1128909,5
7538_1128910,4
7538_1128911,4
7538_1128912,4
7538_1128913,0
7538_1128915,0
7538_1128916,4
7538_1128917,0
7538_1128919,4
7538_1128920,3
7538_1128921,5
7538_1128922,0
7538_1128923,6
7538_1128924,0
7538_1128925,4
7538_1128926,4
7538_1128927,2
7538_1128928,4
7538_1128930,5
7538_1128931,3
7538_1128932,6
7538_1128933,0
7538_1128934,2
7538_1128936,4
7538_1128938,4
7538_1128939,3
7538_1128942,0
7538_1128944,0
7538_1128945,5
7538_1128946,2
7538_1128948,4
7538_1128950,0
7538_1128951,5
7538_1128952,0
7538_1128953,5
7538_1128954,6
7538_1128956,0
7538_1128957,4
7538_1128958,4
7538_1128960,4
7538_1128961,4
7538_1128962,4
7538_1128964,0
7538_1128965,4
7538_1128966,4
7538_1128967,4
7538_1128969,4
7538_1128970,4
7538_1128971,4
7538_1128972,5
7538_1128973,6
7538_1128974,4
7538_1128975,0
7538_1128976,5
7538_1128977,5
7538_1128978,4
7538_1128981,0
7538_1128982,0
7538_1128983,6
7538_1128984,4
7538_1128986,0
7538_1128987,0
7538_1128988,4
7538_1128989,5
7538_1128991,0
7538_1128992,4
7538_1128995,4
7538_1128997,4
7538_1128998,4
7538_1128999,0
7538_1129000,0
7538_1129001,0
7538_1129002,6
7538_1129003,2
7538_1129004,2
7538_1129005,0
7538_1129006,0
7538_1129007,0
7538_1129008,4
7538_1129009,0
7538_1129010,0
7538_1129011,0
7538_1129016,3
7538_1129017,3
7538_1129018,4
7538_1129019,6
7538_1129020,6
7538_1129021,6
7538_1129022,2
7538_1129023,4
7538_1129024,0
7538_1129025,4
7538_1129026,4
7538_1129027,0
7538_1129028,6
7538_1129029,2
7538_1129031,2
7538_1129032,2
7538_1129033,0
7538_1129034,4
7538_1129035,0
7538_1129036,0
7538_1129037,0
7538_1129038,4
7538_1129039,3
7538_1129040,5
7538_1129041,4
7538_1129042,5
7538_1129043,0
7538_1129044,0
7538_1129045,6
7538_1129046,5
7538_1129047,4
7538_1129048,4
7538_1129049,4
7538_1129050,5
7538_1129051,4
7538_1129052,0
7538_1129053,4
7538_1129054,0
7538_1129055,0
7538_1129056,6
7538_1129057,4
7538_1129059,0
7538_1129060,3
7538_1129061,6
7538_1129062,4
7538_1129063,4
7538_1129064,3
7538_1129065,3
7538_1129066,0
7538_1129067,4
7538_1129068,4
7538_1129069,0
7538_1129070,0
7538_1129071,6
7538_1129072,2
7538_1129075,5
7538_1129076,0
7538_1129077,4
7538_1129078,5
7538_1129080,0
7538_1129081,0
7538_1129083,0
7538_1129085,0
7538_1129086,3
7538_1129087,3
7538_1129088,4
7538_1129089,4
7538_1129091,5
7538_1129092,3
7538_1129093,0
7538_1129094,2
7538_1129095,0
7538_1129096,4
7538_1129097,7
7538_1129098,4
7538_1129099,5
7538_1129102,4
7538_1129103,2
7538_1129104,4
7538_1129105,3
7538_1129106,0
7538_1129107,3
7538_1129108,0
7538_1129109,4
7538_1129110,2
7538_1129111,4
7538_1129112,6
7538_1129113,2
7538_1129115,6
7538_1129116,3
7538_1129117,4
7538_1129118,5
7538_1129119,3
7538_1129120,0
7538_1129121,0
7538_1129123,6
7538_1129124,4
7538_1129125,4
7538_1129126,5
7538_1129127,6
7538_1129129,4
7538_1129130,0
7538_1129131,4
7538_1129132,4
7538_1129134,4
7538_1129135,4
7538_1129136,0
7538_1129138,4
7538_1129139,0
7538_1129140,0
7538_1129141,6
7538_1129142,4
7538_1129143,5
7538_1129144,0
7538_1129145,4
7538_1129146,4
7538_1129147,0
7538_1129148,4
7538_1129149,0
7538_1129150,5
7538_1129151,4
7538_1129152,6
7538_1129153,5
7538_1129154,3
7538_1129155,5
7538_1129156,4
7538_1129157,3
7538_1129159,4
7538_1129160,5
7538_1129161,0
7538_1129162,4
7538_1129163,4
7538_1129164,4
7538_1129165,3
7538_1129166,6
7538_1129167,5
7538_1129169,4
7538_1129170,4
7538_1129171,4
7538_1129172,4
7538_1129173,4
7538_1129174,4
7538_1129175,4
7538_1129176,2
7538_1129177,6
7538_1129178,2
7538_1129179,2
7538_1129180,2
7538_1129181,0
7538_1129182,4
7538_1129183,0
7538_1129184,4
7538_1129185,5
7538_1129186,3
7538_1129187,6
7538_1129188,0
7538_1129189,4
7538_1129190,0
7538_1129191,5
7538_1129192,4
7538_1129193,2
7538_1129194,4
7538_1129195,4
7538_1129196,4
7538_1129197,0
7538_1129198,4
7538_1129199,4
7538_1129200,4
7538_1129201,3
7538_1129202,5
7538_1129203,3
7538_1129204,4
7538_1129205,4
7538_1129206,4
7538_1129207,6
7538_1129208,2
7538_1129209,5
7538_1129210,0
7538_1129211,4
7538_1129212,4
7538_1129213,4
7538_1129214,4
7538_1129215,4
7538_1129216,0
7538_1129217,5
7538_1129218,0
7538_1129219,4
7538_1129220,3
7538_1129221,4
7538_1129222,5
7538_1129223,4
7538_1129224,0
7538_1129225,0
7538_1129226,5
7538_1129227,4
7538_1129228,0
7538_1129230,5
7538_1129231,4
7538_1129232,0
7538_1129233,6
7538_1129234,0
7538_1129235,0
7538_1129237,5
7538_1129238,0
7538_1129239,5
7538_1129240,5
7538_1129241,4
7538_1129242,0
7538_1129244,3
7538_1129245,5
7538_1129246,0
7538_1129247,4
7538_1129248,6
7538_1129249,0
7538_1129250,0
7538_1129251,5
7538_1129252,0
7538_1129253,5
7538_1129254,0
7538_1129255,0
7538_1129256,6
7538_1129257,0
7538_1129258,0
7538_1129259,5
7538_1129260,4
7538_1129261,4
7538_1129262,5
7538_1129263,0
7538_1129264,4
7538_1129265,2
7538_1129266,0
7538_1129267,0
7538_1129268,0
7538_1129269,0
7538_1129270,3
7538_1129271,0
7538_1129272,6
7538_1129273,4
7538_1129274,2
7538_1129275,6
7538_1129276,0
7538_1129277,3
7538_1129278,0
7538_1129279,0
7538_1129280,5
7538_1129281,0
7538_1129282,5
7538_1129283,0
7538_1129284,5
7538_1129285,5
7538_1129286,4
7538_1129288,0
7538_1129289,5
7538_1129290,0
7538_1129291,4
7538_1129293,4
7538_1129294,4
7538_1129295,0
7538_1129297,5
7538_1129298,4
